image,link,price,titile
https://www.village-bd.com/uploads/product/mini_thumbs/zotac-gaming-geforce-gtx-1660-amp-6gb-gddr5-graphics-card-1566650525.jpg,https://www.village-bd.com/zotac-gaming-geforce-gtx-1660-amp-6gb-gddr5-graphics-card,"৳ 24,000",Zotac Gaming GeForce GTX 1660 AMP 6GB GDDR5 Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/zotac-gaming-geforce-gtx-1660-6gb-gddr5-graphics-card-1566650119.jpg,https://www.village-bd.com/zotac-gaming-geforce-gtx-1660-6gb-gddr5-graphics-card,"৳ 21,500",ZOTAC GAMING GeForce GTX 1660 6GB GDDR5 Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/ph-gtx1050-3g-1.jpg,https://www.village-bd.com/asus-ph-gtx1050-3gb-graphics-card,"৳ 15,500",ASUS PH-GTX1050-3GB Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/rog-strix-rtx2070-o8g-gaming-1.jpg,https://www.village-bd.com/asus-rog-strix-rtx2070-o8g-gaming-graphics-card,"৳ 71,500",ASUS ROG-STRIX-RTX2070-O8G-GAMING Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/P_setting_000_1_90_end_500.jpg,https://www.village-bd.com/asus-dual-rtx2070-o8g-graphics-card,"৳ 67,000",ASUS DUAL-RTX2070-O8G Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/zotac-gaming-geforce-rtx2070-amp-extreme-8gb-ddr6-graphics-card-1566651514.jpg,https://www.village-bd.com/zotac-gaming-geforce-rtx2070-amp-extreme-8gb-ddr6-graphics-card,"৳ 66,000",ZOTAC GAMING GEFORCE RTX2070 AMP! EXTREME 8GB DDR6 Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/zotac-gaming-geforce-rtx2080-amp-edition-8gb-ddr6-graphics-card-1566651914.jpg,https://www.village-bd.com/zotac-gaming-geforce-rtx2080-amp-edition-8gb-ddr6-graphics-card,"৳ 79,000",ZOTAC GAMING GEFORCE RTX2080 AMP! EDITION 8GB DDR6 Graphics Card
https://www.village-bd.com/uploads/product/mini_thumbs/zotac-gaming-geforce-rtx2080ti-amp-edition-11gb-ddr6-graphics-card-1566652572.jpg,https://www.village-bd.com/zotac-gaming-geforce-rtx2080ti-amp-edition-11gb-ddr6-graphics-card,"৳ 126,000",ZOTAC GAMING GEFORCE RTX2080Ti AMP! EDITION 11GB DDR6 Graphics Card
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/8/1/816fzdhifil._sl1500_.jpg,https://smartbd.com/gigabyte-geforce-gt-gv-n710d5-1gi,"BDT 3,800.00",GIGABYTE GEFORCE GT GV-N710D5-1GI
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/8/1/816fzdhifil._sl1500__1.jpg,https://smartbd.com/gigabyte-geforce-gt-gv-n710d3-2gi,"BDT 4,500.00",GIGABYTE GEFORCE GT GV-N710D3-2GI
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/8/1/81_7amr1iyl._sl1500_.jpg,https://smartbd.com/gigabyte-geforce-gt-gv-rx550d5-2gd,"BDT 9,600.00",GIGABYTE GEFORCE GT GV-RX550D5-2GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/a/m/amd1.png,https://smartbd.com/gigabyte-geforce-gt-gv-rx570gaming-8gd-mi,"BDT 14,000.00",GIGABYTE GEFORCE GT GV-RX570GAMING-8GD MI
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/a/r/arahos_1.jpg,https://smartbd.com/gigabyte-geforce-gt-gv-rx580-aorus-8gd,"BDT 16,500.00",GIGABYTE GEFORCE GT GV-RX580 AORUS-8GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/r/x/rxvega.jpg,https://smartbd.com/gigabyte-geforce-gt-gv-rxvega56-gaming-oc-8gd,"BDT 63,500.00",GIGABYTE GEFORCE GT GV-RXVEGA56 GAMING OC-8GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/g/v/gv-n1030oc-2gi.jpg,https://smartbd.com/gigabyte-geforce-gv-n1030oc-2gi,"BDT 8,400.00",GIGABYTE GEFORCE GV-N1030OC-2GI
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/7/1/71bi0ilv-zl._sl1000_.jpg,https://smartbd.com/gigabyte-geforce-gtx-1050-ti-g1-gaming-4g,"BDT 18,600.00",GIGABYTE GEFORCE GTX 1050 TI G1 GAMING-4G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/7/1/71bi0ilv-zl._sl1000__1.jpg,https://smartbd.com/gigabyte-geforce-gt-gv-n105twf2oc-4gd,"BDT 17,000.00",GIGABYTE GEFORCE GT GV-N105TWF2OC-4GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/g/t/gtx_1050.jpg,https://smartbd.com/gigabyte-geforce-gtx-1050-ti-oc-4g,"BDT 17,500.00",GIGABYTE GEFORCE GTX 1050 TI OC-4GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018102519210780_big.png,https://smartbd.com/aorus-geforce-rtxtm-2070-8g,"BDT 60,000.00",AORUS GeForce RTX™ 2070 8GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018100910222296_big.png,https://smartbd.com/gigabyte-geforce-rtxtm-2080-gaming-oc-white-8g,"BDT 77,000.00",GIGABYTE GeForce RTX™ 2080 GAMING OC WHITE 8G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019031315063854303a9ae64f99581ba5be33ccbc28212f_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1660-oc-6g,"BDT 23,000.00",GIGABYTE GeForce® GTX 1660 OC 6G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019022116280403295e4f4a42af9ecd89299abcf8fd1810_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1660-ti-oc-6g,"BDT 29,500.00",GIGABYTE GeForce® GTX 1660 Ti OC 6G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019031315044600f36e107c512afddc3984828e870d2ac1_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1660-gaming-oc-6g,"BDT 29,000.00",GIGABYTE GeForce® GTX 1660 GAMING OC 6G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019010711155628_big.png,https://smartbd.com/gigabyte-geforce-rtxtm-2060-oc-6g,"BDT 37,500.00",GIGABYTE GeForce RTX™ 2060 OC 6G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019010711211083_big.png,https://smartbd.com/gigabyte-geforce-rtxtm-2060-gaming-oc-6g,"BDT 40,000.00",GIGABYTE GeForce RTX™ 2060 GAMING OC PRO 6G
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2017050411324443_big.png,https://smartbd.com/gigabyte-2gb-nvidia-geforce-710-ddr5,"BDT 5,000.00",GIGABYTE 2GB NVIDIA GEFORCE 710 DDR5 # GV-N710D5-2GL
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019042416533689b2fb899d09cab347d2c5745e30c67cb4_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1650-oc-4g,"BDT 18,000.00",GIGABYTE GeForce® GTX 1650 OC 4G # GV-N1650OC-4GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019042416423588ee51f6ff6e0a162c443d77472cd6937b_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1650-windforce-oc-4g,"BDT 18,500.00",GIGABYTE GeForce® GTX 1650 WINDFORCE OC 4G # GV-N1650WF2OC-4GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019042209023819709045564e46a221d8af45325398f964_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1650-gaming-oc-4g,"BDT 21,000.00",GIGABYTE GeForce® GTX 1650 GAMING OC 4G # GV-N1650GAMING OC-4GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019031315044600f36e107c512afddc3984828e870d2ac1_big_2.png,https://smartbd.com/gigabyte-geforcer-gtx-1660-gaming-oc-6g-2165,"BDT 25,500.00",GIGABYTE GeForce® GTX 1660 GAMING # GV-N1660GAMING-6GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019022116351946164ac8c61c9d7a078ca821673edb69ed_big_2.png,https://smartbd.com/gigabyte-geforcer-gtx-1660-ti-windforce-oc-6g,"BDT 30,500.00",GIGABYTE GeForce® GTX 1660 Ti WINDFORCE OC 6G # GV-N166TWF2OC-6GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2019010711265124_big_2.png,https://smartbd.com/gigabyte-geforce-rtxtm-2060-windforce-oc-6g,"BDT 38,500.00",GIGABYTE GeForce RTX™ 2060 WINDFORCE OC 6G # GV-N2060WF2OC-6GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018100416460725_big_3.png,https://smartbd.com/gigabyte-geforce-rtxtm-2070-windforce-8g,"BDT 53,000.00",GIGABYTE GeForce RTX™ 2070 WINDFORCE 8G # GV-N2070WF3-8GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018100914120558_big.png,https://smartbd.com/gigabyte-geforce-rtxtm-2070-gaming-oc-white-8g,"BDT 59,000.00",GIGABYTE GeForce RTX™ 2070 GAMING OC WHITE 8G # GV-N2070GAMINGOC WHITE-8GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018082011512401_big_1.png,https://smartbd.com/gigabyte-geforce-rtxtm-2080-windforce-oc-8g,"BDT 81,000.00",GIGABYTE GeForce RTX™ 2080 WINDFORCE OC 8G # GV-N2080WF3OC-8GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018102318492278_big_1.png,https://smartbd.com/aorus-geforce-rtxtm-2080-xtreme-8g-2171,"BDT 83,000.00",AORUS GeForce RTX™ 2080 XTREME 8G # GV-N2080AORUS X-8GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018092817243452_big.png,https://smartbd.com/gigabyte-geforce-rtxtm-2080-ti-windforce-11g,"BDT 113,000.00",GIGABYTE GeForce RTX™ 2080 Ti WINDFORCE 11G # GV-N208TWF3-11GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018101910423612_big_1.png,https://smartbd.com/aorus-geforce-rtxtm-2080-ti-xtreme-11g-2173,"BDT 118,500.00",AORUS GeForce RTX™ 2080 Ti XTREME 11G # GV-N208TAORUS X-11GC
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2017071412012437_big.png,https://smartbd.com/gigabyte-radeontm-rx-580-gaming-8g-mi,"BDT 16,000.00",GIGABYTE Radeon™ RX 580 Gaming 8G MI # GV-RX580GAMING-8GD-MI
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/20190221163127867984d6faf3a4935420650b4f17e4a4f7_big.png,https://smartbd.com/gigabyte-geforcer-gtx-1660-ti-gaming-oc-6g,"BDT 31,500.00",GIGABYTE GeForce® GTX 1660 Ti GAMING OC 6G # GV-N166TGAMING OC-6GD
https://smartbd.com/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95/2/0/2018102318430092_big_2.png,https://smartbd.com/aorus-geforce-rtxtm-2070-xtreme-8g-2238,"BDT 63,500.00",AORUS GeForce RTX™ 2070 XTREME 8G # GV-N2070AORUS X-8GC
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/asus/rtx-2080/rtx-2080-1-228x228.jpg,https://www.startech.com.bd/asus-rtx-2080-oc-graphics-card,"92,200৳",Asus ROG Strix GeForce RTX 2080 OC edition 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/asus/gtx-1660/gtx-1660-1-228x228.jpg,https://www.startech.com.bd/asus-x3-gtx-1660-advanced-graphics-card,"28,000৳",ASUS TUF Gaming X3 GeForce GTX 1660 Advanced edition 6GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/asus/rx-5700-xt/rx-5700-xt-1-228x228.jpg,https://www.startech.com.bd/asus-gaming-x3-rx-5700-xt-graphics-card,"48,300৳",ASUS TUF Gaming X3 Radeon RX 5700 XT OC 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/galax/gt-1030-white/gt-1030-white-1-228x228.jpg,https://www.startech.com.bd/galax-geforce-gt-1030-white-graphics-card,"8,000৳",GALAX GeForce GT 1030 EXOC White 2GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/gtx-1060-oc/gtx-1060-oc-228x228.jpg,https://www.startech.com.bd/galax-geforce-gtx-1060-oc-graphics-card,"19,000৳",GALAX GeForce GTX 1060 OC 3GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/galax/rtx-2060/rtx-2060-1-228x228.jpg,https://www.startech.com.bd/galax-rtx-2060-1-click-oc-graphics-card,"33,500৳",GALAX RTX 2060 (1 Click OC) 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2060-super/rtx-2060-super-228x228.jpg,https://www.startech.com.bd/galax-rtx-2060-super-8gb-graphic-card,"36,000৳",GALAX RTX 2060 Super (1 Click OC) 8GB GDDR6 256-bit Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/gigabyte/aorus-geforce/rtx-2070-super/rtx-2070-super-1-228x228.jpg,https://www.startech.com.bd/gigabyte-aorus-2070-super-graphics-card,"60,500৳",Gigabyte Aorus GeForce RTX 2070 Super 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/gigabyte/2070-super-oc-3x-1-228x228.jpg,https://www.startech.com.bd/gigabyte-2070-super-oc-3x-graphics-card,"53,500৳",Gigabyte GeForce RTX 2070 SUPER WINDFORCE OC 3X 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/Component/graphics card/Gigabyte/gtx_1030/gtx_1030-228x228.png,https://www.startech.com.bd/gigabyte-ggt-1030-oc-2g,"8,000৳",Gigabyte GT 1030 2GB OC Graphics card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/gigabyte/radeon/rx-5700-xt/rx-5700-xt-1-228x228.jpg,https://www.startech.com.bd/gigabyte-radeon-rx-5700-xt-graphics-card,"42,000৳",Gigabyte Radeon RX 5700 XT Gaming OC 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/sapphire/pulse/radeon-rx-570/radeon-rx-570-1-228x228.jpg,https://www.startech.com.bd/sapphire-pulse-radeon-rx-570-4gb-graphics-card,"13,300৳",Sapphire Pulse Radeon RX 570 4GB GDDR5 HDMI DP Graphics card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/sapphire/pulse/radeon-rx-570/radeon-rx-570-1-228x228.jpg,https://www.startech.com.bd/sapphire-pulse-radeon-rx-570-graphics-card,"15,600৳",Sapphire Pulse Radeon RX 570 8GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/sapphire/pulse/rx-580/rx-580-1-228x228.jpg,https://www.startech.com.bd/sapphire-pulse-rx-580-graphics-card,"20,500৳",Sapphire Pulse Radeon RX 580 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/xfx/rx-570/xfx-570-228x228.jpg,https://www.startech.com.bd/xfx-rx570-rs-8gb-xxx-edition-graphics-card,"15,800৳",XFX AMD Radeon RX 570 RS 8GB XXX Edition Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/gt-710/zotac-710-228x228.jpg,https://www.startech.com.bd/zotac-gt-710-2gb-graphics-card,"4,300৳",Zotac GeForce GT 710 2GB DDR3 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/radeon-rx-570/radeon-rx-570-1-228x228.jpg,https://www.startech.com.bd/gigabyte-radeon-rx-570-8g-mi-graphics-card,"13,900৳",Gigabyte Radeon RX 570 Gaming 8G MI GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-570-8g-gddr5/rx-570-8-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-plus-rx-570-8g-gddr5-graphics-card,"18,899৳",Sapphire NITRO+ RX 570 8G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/xfx/radeon/rx-5700-dd-ultra/rx-5700-dd-ultra-1-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-5700-dd-ultra-8gb-graphics-card,"36,000৳",XFX AMD Radeon RX 5700 DD Ultra 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/1030-2gb/zotac-1030-228x228.jpg,https://www.startech.com.bd/zotac-geforce-gt-1030-graphics-card,"8,200৳",ZOTAC GeForce GT 1030 Low Profile 2GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/galax-1030/galax-1030-228x228.png,https://www.startech.com.bd/galax-geforce-gt-1030,"8,000৳",GALAX GeForce GT 1030 2GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/gtx-1650-oc/gtx-1650-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1650-oc-graphics-card,"17,200৳",Gigabyte GeForce GTX 1650 OC 4GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/rx570/rx-570-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-radeon-rx570-oc-graphics-card,"19,000৳",Sapphire Nitro+Radeon RX 570 OC 8GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/xfx/radeon/rx-5700-xt/rx-5700-xt-1-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-5700-xt-graphics-card,"41,500৳",XFX AMD Radeon RX 5700 XT THICC II Ultra 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/geforce-gtx-1660-ti/zotac-geforce-gtx-1660-ti-228x228.jpg,https://www.startech.com.bd/zotac-geforce-gtx-1660-ti,"27,500৳",ZOTAC GAMING GeForce GTX 1660 Ti 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/gtx-1650-windforce/gtx-1650-windforce-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1650-windforce-oc-graphics-card,"18,600৳",Gigabyte GeForce GTX 1650 WINDFORCE OC 4GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-580-4g/rx_580_8-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-plus-rx-580-4g-gddr5-graphics-card,"19,500৳",Sapphire NITRO+ RX 580 4G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/radeon-rx-560/radeon-rx-560-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-560-amd-graphics-card,"10,300৳",XFX Radeon RX 560 4GB DDR5 PCI-E AMD Graphics Card (RX-560D4SFG5)
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/geforce-gtx-1660-ti/zotac-geforce-gtx-1660-ti-228x228.jpg,https://www.startech.com.bd/gaming-geforce-gtx-1660-ti-amp,"29,500৳",ZOTAC GAMING GeForce GTX 1660 Ti AMP 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/gtx-1660/gtx-1660-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1660-oc-graphics-card,"22,300৳",Gigabyte GeForce GTX 1660 OC 6GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-580-8g/rx_580_14-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-plus-rx-580-8g-gddr5-graphics-card,"22,300৳",Sapphire NITRO+ RX 580 8G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/xfx/xfx-rx580-228x228.jpg,https://www.startech.com.bd/xfx-580-gts-xxx-edition-8gb-graphics-card,"19,800৳",XFX RX 580 GTS XXX Edition 8GB DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/rtx-2060-super-mini/rtx-2060-super-mini-228x228.jpg,https://www.startech.com.bd/zotac-gaming-geforce-rtx-2060-super-mini-graphics-card,"42,700৳",Zotac Gaming GeForce RTX 2060 8GB GDDR6 Super Mini Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/gtx-1660-gaming/gtx-1660-gaming-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1660-gaming-oc-graphics-card,"27,500৳",Gigabyte GeForce GTX 1660 GAMING OC 6GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-590-8g/rx-590-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-rx-590-8g-graphics-card,"23,600৳",Sapphire NITRO+ RX 590 8G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx590-228x228.jpg,https://www.startech.com.bd/xfx-amd-radeon-rx590-8gb-graphics-card,"27,200৳",XFX Amd Radeon RX590 Fatboy 8GB OC DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/rtx2060-super/rtx2060-super-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx2060-super-amp-8gb-graphics-card,"45,500৳",Zotac Gaming Geforce RTX2060 Super AMP 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/1660ti-oc-6gb/1660ti-oc-6gb-228x228.jpg,https://www.startech.com.bd/gigabyte-gtx-1660-ti-oc-6g-graphics-card,"28,300৳",Gigabyte GeForce GTX 1660 Ti OC 6GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/radeon-vii/radeon-vii-4-228x228.jpg,https://www.startech.com.bd/sapphire-radeon-vii-16gb-hbm2-graphics-card,"71,500৳",Sapphire Radeon VII 16GB HBM2 HDMI Triple DP (UEFI) Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx-5700/rx-5700-4-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-5700-8gb-gddr6-graphics-card,"35,800৳",XFX Radeon RX 5700 8GB Core Edition Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/rtx2060-super-amp/rtx2060-super-amp-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx2060-super-amp-extreme-8gb-graphics-card,"47,000৳",Zotac Gaming Geforce RTX2060 Super AMP Extreme 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/1060-ti-windforce/1060-ti-main-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1660-ti-windforce-graphics-card,"29,300৳",Gigabyte GeForce GTX 1660 Ti WINDFORCE OC 6GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-560-4g/rx-460-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-plus-rx-560-graphics-card,"12,300৳",Sapphire NITRO+ RX 560 4G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx-5700-xt/5700-xt-4-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-5700-xt-8gb-gddr6-graphics-card,"41,300৳",XFX Radeon RX 5700 XT 8GB Core Edition Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/rtx2070-super/rtx2070-super-1-228x228.jpg,https://www.startech.com.bd/zotac-gaming-geforce-rtx2070-super-graphics-card,"53,300৳",ZOTAC GAMING GEFORCE RTX2070 SUPER 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/geforce-gtx-1660-ti/geforce-gtx-1660-ti-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1660-ti-gaming-oc-6g-graphics-card,"30,500৳",Gigabyte GeForce GTX 1660 Ti GAMING OC 6G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-rx-590-8gb/rx580-228x228.png,https://www.startech.com.bd/sapphire-nitro-plus-rx-590-graphics-card,"22,800৳",Sapphire NITRO+ RX 590 8GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/super-rtx-2070/super-rtx-2070-1-228x228.jpg,https://www.startech.com.bd/zotac-gaming-rtx-2070-super-graphics-card,"55,000৳",Zotac Gaming Geforce RTX2070 Super AMP 8GB GDDR6 Graphics card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070-super-oc/rtx-2070-super-oc-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-rtx-2070-super-oc-8gb-graphics-card,"55,000৳",Gigabyte GeForce RTX 2070 Super Gaming OC 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/rtx-2080-super-amp/rtx-2080-super-amp-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx-2080-super-graphics-card,"74,000৳",ZOTAC GAMING GeForce RTX 2080 SUPER 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070/2070-228x228.jpg,https://www.startech.com.bd/aorus-geforce-rtx-2070-8g-graphics-card,"61,000৳",Gigabyte Aorus GeForce RTX 2070 8G GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/armor-8g-oc/armor-8g-oc-228x228.jpg,https://www.startech.com.bd/msi-radeon-rx-570-armor-8g-oc-graphics-card,"16,200৳",MSI Radeon RX 570 ARMOR 8G OC GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/rtx-2080-amp-extreme/rtx-2080-super-amp-extreme-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx-2080-super-amp-extreme-graphics-card,"80,000৳",ZOTAC GAMING GeForce RTX 2080 SUPER AMP Extreme 8GB GDDR6 Graphics Card
